Number,Date,Distance,Average Speed,Vertical,Profile score,Stage type,Year,Race 
6,16 May 2019,238,41.389,2881,99,2,2019,giro-d-italia
7,17 May 2019,185,45.04,2626,101,2,2019,giro-d-italia
8,18 May 2019,239,41.743,1998,75,2,2019,giro-d-italia
9,19 May 2019,34.8,40.257,723,83,3,2019,giro-d-italia
10,-1,-1,-1,-1,-1,-1,2019,giro-d-italia
11,21 May 2019,145,40.256,160,1,1,2019,giro-d-italia
12,22 May 2019,221,41.773,476,0,1,2019,giro-d-italia
13,23 May 2019,158,42.738,1918,131,4,2019,giro-d-italia
14,24 May 2019,196,35.139,5187,377,5,2019,giro-d-italia
15,25 May 2019,131,32.428,4187,330,4,2019,giro-d-italia
16,26 May 2019,232,39.971,3122,214,3,2019,giro-d-italia
17,-1,-1,-1,-1,-1,-1,2019,giro-d-italia
18,28 May 2019,194,34.602,5207,334,4,2019,giro-d-italia
19,29 May 2019,181,38.57,3482,221,5,2019,giro-d-italia
20,30 May 2019,222,44.99,1478,20,2,2019,giro-d-italia
21,31 May 2019,151,37.513,3169,215,5,2019,giro-d-italia
22,01 June 2019,194,33.638,5754,371,5,2019,giro-d-italia
23,02 June 2019,17,46.119,297,23,2,2019,giro-d-italia
1,03 October 2020,15.1,58.83,74,6,1,2020,giro-d-italia
2,04 October 2020,149,43.62,2359,92,3,2020,giro-d-italia
3,05 October 2020,150,37.11,3516,293,5,2020,giro-d-italia
4,06 October 2020,140,41.54,1791,45,4,2020,giro-d-italia
5,07 October 2020,225,37.57,4705,264,4,2020,giro-d-italia
6,08 October 2020,188,38.28,2821,107,2,2020,giro-d-italia
7,09 October 2020,143,51.23,450,5,1,2020,giro-d-italia
8,10 October 2020,200,41.36,2197,116,2,2020,giro-d-italia
9,11 October 2020,208,36.56,4544,222,5,2020,giro-d-italia
10,-1,-1,-1,-1,-1,-1,2020,giro-d-italia
11,13 October 2020,177,43.9,2057,134,2,2020,giro-d-italia
12,14 October 2020,182,44.78,1197,50,2,2020,giro-d-italia
13,15 October 2020,204,36.93,3815,164,2,2020,giro-d-italia
14,16 October 2020,192,43.92,827,86,1,2020,giro-d-italia
15,17 October 2020,34.1,47.95,716,63,1,2020,giro-d-italia
16,18 October 2020,185,37.14,4515,347,5,2020,giro-d-italia
17,-1,-1,-1,-1,-1,-1,2020,giro-d-italia
18,20 October 2020,229,37.69,4056,238,3,2020,giro-d-italia
19,21 October 2020,203,34.7,5650,316,5,2020,giro-d-italia
20,22 October 2020,207,34.21,5848,400,4,2020,giro-d-italia
21,23 October 2020,124,49.38,406,11,1,2020,giro-d-italia
22,24 October 2020,190,38.94,3716,262,5,2020,giro-d-italia
23,25 October 2020,0,39.2257,,,0,2020,giro-d-italia
1,08 May 2021,8.6,58.748,48,1,1,2021,giro-d-italia
2,09 May 2021,179,41.126,707,9,1,2021,giro-d-italia
3,10 May 2021,190,43.597,1870,103,2,2021,giro-d-italia
4,11 May 2021,187,37.571,3138,252,2,2021,giro-d-italia
5,12 May 2021,177,42.993,363,0,1,2021,giro-d-italia
6,13 May 2021,160,37.229,3595,221,5,2021,giro-d-italia
7,14 May 2021,181,38.483,1725,37,3,2021,giro-d-italia
8,15 May 2021,170,41.332,3085,133,3,2021,giro-d-italia
9,16 May 2021,158,38.167,3503,196,3,2021,giro-d-italia
10,17 May 2021,139,43.68,1460,60,2,2021,giro-d-italia
11,-1,-1,-1,-1,-1,-1,2021,giro-d-italia
12,19 May 2021,162,40.179,2364,174,2,2021,giro-d-italia
13,20 May 2021,212,36.998,4433,223,4,2021,giro-d-italia
14,21 May 2021,198,42.08,199,0,1,2021,giro-d-italia
15,22 May 2021,205,38.756,3580,341,5,2021,giro-d-italia
16,23 May 2021,147,42.937,1682,106,2,2021,giro-d-italia
17,24 May 2021,153,34.947,3942,295,4,2021,giro-d-italia
18,-1,-1,-1,-1,-1,-1,2021,giro-d-italia
19,26 May 2021,193,39.303,3703,408,5,2021,giro-d-italia
20,27 May 2021,231,44.04,1398,74,2,2021,giro-d-italia
21,28 May 2021,166,41.002,2811,292,5,2021,giro-d-italia
22,29 May 2021,164,36.732,3867,305,5,2021,giro-d-italia
23,30 May 2021,0,39.523,,,0,2021,giro-d-italia
1,06 May 2022,195,42.473,1390,51,3,2022,giro-d-italia
2,07 May 2022,9.2,46.648,81,8,1,2022,giro-d-italia
3,08 May 2022,201,40.654,1150,7,1,2022,giro-d-italia
4,-1,-1,-1,-1,-1,-1,2022,giro-d-italia
5,10 May 2022,172,37.916,3626,251,5,2022,giro-d-italia
6,11 May 2022,174,42.799,1968,31,2,2022,giro-d-italia
7,12 May 2022,192,38.076,1498,49,2,2022,giro-d-italia
8,13 May 2022,196,37.632,4730,246,4,2022,giro-d-italia
9,14 May 2022,153,43.122,2243,123,2,2022,giro-d-italia
10,15 May 2022,191,34.236,5080,458,5,2022,giro-d-italia
11,-1,-1,-1,-1,-1,-1,2022,giro-d-italia
12,17 May 2022,196,43.217,1764,86,2,2022,giro-d-italia
13,18 May 2022,203,47.015,369,0,1,2022,giro-d-italia
14,19 May 2022,204,45.88,2867,112,2,2022,giro-d-italia
15,20 May 2022,150,45.393,1817,51,2,2022,giro-d-italia
16,21 May 2022,147,39.422,3167,247,2,2022,giro-d-italia
17,22 May 2022,177,38.245,4019,301,5,2022,giro-d-italia
18,-1,-1,-1,-1,-1,-1,2022,giro-d-italia
19,24 May 2022,202,35.569,5268,376,4,2022,giro-d-italia
20,25 May 2022,168,37.656,3950,347,4,2022,giro-d-italia
21,26 May 2022,156,46.486,1219,34,2,2022,giro-d-italia
22,27 May 2022,178,39.133,3489,262,5,2022,giro-d-italia
23,28 May 2022,168,35.175,4718,392,5,2022,giro-d-italia
24,29 May 2022,0,39.8676,,,0,2022,giro-d-italia
1,06 May 2023,19.6,55.211,171,11,1,2023,giro-d-italia
2,07 May 2023,202,41.059,1831,51,2,2023,giro-d-italia
3,08 May 2023,213,42.362,1777,92,2,2023,giro-d-italia
4,09 May 2023,175,41.005,3667,207,4,2023,giro-d-italia
5,10 May 2023,171,37.955,2529,77,2,2023,giro-d-italia
6,11 May 2023,162,43.248,2581,92,2,2023,giro-d-italia
7,12 May 2023,218,35.479,4143,253,5,2023,giro-d-italia
8,13 May 2023,207,43.671,2790,180,2,2023,giro-d-italia
9,14 May 2023,35,50.725,84,0,1,2023,giro-d-italia
10,-1,-1,-1,-1,-1,-1,2023,giro-d-italia
11,16 May 2023,196,40.378,3020,76,2,2023,giro-d-italia
12,17 May 2023,219,42.52,2430,60,2,2023,giro-d-italia
13,18 May 2023,185,42.993,2348,112,2,2023,giro-d-italia
14,19 May 2023,74.6,32.827,2456,283,5,2023,giro-d-italia
15,20 May 2023,194,41.946,2336,68,2,2023,giro-d-italia
16,21 May 2023,195,37.303,4040,202,4,2023,giro-d-italia
17,-1,-1,-1,-1,-1,-1,2023,giro-d-italia
18,23 May 2023,203,34.46,5852,456,5,2023,giro-d-italia
19,24 May 2023,197,44.414,523,5,1,2023,giro-d-italia
20,25 May 2023,161,36.425,4153,362,5,2023,giro-d-italia
21,26 May 2023,183,33.464,5423,478,5,2023,giro-d-italia
22,27 May 2023,18.6,25.145,1070,197,5,2023,giro-d-italia
23,28 May 2023,126,44.884,692,21,1,2023,giro-d-italia
1,04 May 2024,140,43.214,1851,145,2,2024,giro-d-italia
2,05 May 2024,161,41.223,2310,222,5,2024,giro-d-italia
3,06 May 2024,166.3,42.535,865,35,1,2024,giro-d-italia
4,07 May 2024,190,44.523,2151,44,2,2024,giro-d-italia
5,08 May 2024,178,44.503,2197,59,2,2024,giro-d-italia
6,09 May 2024,180,44.788,2118,102,1,2024,giro-d-italia
7,10 May 2024,40.6,47.088,408,42,3,2024,giro-d-italia
8,11 May 2024,152,37.644,3658,265,5,2024,giro-d-italia
9,12 May 2024,214,45.153,1574,77,2,2024,giro-d-italia
10,-1,-1,-1,-1,-1,-1,2024,giro-d-italia
11,14 May 2024,142,38.064,3029,267,5,2024,giro-d-italia
12,15 May 2024,207,47.171,1830,36,1,2024,giro-d-italia
13,16 May 2024,193,46.744,2162,95,2,2024,giro-d-italia
14,17 May 2024,179,44.371,202,0,1,2024,giro-d-italia
15,18 May 2024,31.2,53.435,250,9,1,2024,giro-d-italia
16,19 May 2024,222,35.834,5724,397,5,2024,giro-d-italia
17,-1,-1,-1,-1,-1,-1,2024,giro-d-italia
18,21 May 2024,118.4,41.88,2151,234,5,2024,giro-d-italia
19,22 May 2024,159,35.484,4087,341,5,2024,giro-d-italia
20,23 May 2024,178,47.312,873,18,1,2024,giro-d-italia
21,24 May 2024,157,40.765,3251,258,2,2024,giro-d-italia
22,25 May 2024,184,36.999,4540,316,4,2024,giro-d-italia
23,26 May 2024,125,43.647,676,13,1,2024,giro-d-italia
1,09 May 2025,160,44.362,1876,79,2,2025,giro-d-italia
2,10 May 2025,13.7,51,141,8,2,2025,giro-d-italia
3,11 May 2025,160,41.778,2921,164,2,2025,giro-d-italia
4,-1,-1,-1,-1,-1,-1,2025,giro-d-italia
5,13 May 2025,189,46.792,730,5,1,2025,giro-d-italia
6,14 May 2025,151,43.659,1487,91,3,2025,giro-d-italia
7,15 May 2025,227,45.42,2496,46,2,2025,giro-d-italia
8,16 May 2025,168,38.707,3390,199,5,2025,giro-d-italia
9,17 May 2025,197,41.571,3792,161,2,2025,giro-d-italia
10,18 May 2025,181,42.566,2346,117,3,2025,giro-d-italia
11,-1,-1,-1,-1,-1,-1,2025,giro-d-italia
12,20 May 2025,28.6,52.8,125,0,1,2025,giro-d-italia
13,21 May 2025,186,40.533,3812,192,4,2025,giro-d-italia
14,22 May 2025,172,43.791,1666,29,1,2025,giro-d-italia
15,23 May 2025,180,46.875,1561,95,3,2025,giro-d-italia
16,24 May 2025,195,47.82,987,51,1,2025,giro-d-italia
17,25 May 2025,219,41.624,3865,172,2,2025,giro-d-italia
18,-1,-1,-1,-1,-1,-1,2025,giro-d-italia
19,27 May 2025,203,36.349,4737,384,5,2025,giro-d-italia
20,28 May 2025,155,38.945,3813,220,4,2025,giro-d-italia
21,29 May 2025,144,44.973,1669,51,2,2025,giro-d-italia
22,30 May 2025,166,34.276,4908,328,4,2025,giro-d-italia
23,31 May 2025,205,37.559,4399,351,5,2025,giro-d-italia
24,01 June 2025,143,44.614,1604,42,1,2025,giro-d-italia
1,29 April 1935,185,30.99,,,0,1935,vuelta-a-espana
2,30 April 1935,251,28.76,,,0,1935,vuelta-a-espana
3,01 May 1935,199,29.62,,,0,1935,vuelta-a-espana
4,02 May 1935,235,31.42,,,0,1935,vuelta-a-espana
5,03 May 1935,264,29.26,,,0,1935,vuelta-a-espana
6,-1,-1,-1,-1,-1,-1,1935,vuelta-a-espana
7,05 May 1935,310,31.03,,,0,1935,vuelta-a-espana
8,06 May 1935,188,31.66,,,0,1935,vuelta-a-espana
9,07 May 1935,188,31.48,,,0,1935,vuelta-a-espana
10,-1,-1,-1,-1,-1,-1,1935,vuelta-a-espana
11,09 May 1935,265,28.7,,,0,1935,vuelta-a-espana
12,10 May 1935,285,47.72,,,0,1935,vuelta-a-espana
13,11 May 1935,260,26.04,,,0,1935,vuelta-a-espana
14,-1,-1,-1,-1,-1,-1,1935,vuelta-a-espana
15,13 May 1935,270,26.94,,,0,1935,vuelta-a-espana
16,14 May 1935,275,26.93,,,0,1935,vuelta-a-espana
17,15 May 1935,0,29.854,,,0,1935,vuelta-a-espana
1,05 May 1936,210,30.94,,,0,1936,vuelta-a-espana
2,06 May 1936,214,31.03,,,0,1936,vuelta-a-espana
3,07 May 1936,270,28.38,,,0,1936,vuelta-a-espana
4,08 May 1936,212,29.76,,,0,1936,vuelta-a-espana
5,09 May 1936,132,31.22,,,0,1936,vuelta-a-espana
6,10 May 1936,185,28.56,,,0,1936,vuelta-a-espana
7,11 May 1936,306,29.06,,,0,1936,vuelta-a-espana
8,12 May 1936,184,29.36,,,0,1936,vuelta-a-espana
9,13 May 1936,279,27.92,,,0,1936,vuelta-a-espana
10,14 May 1936,139,32.23,,,0,1936,vuelta-a-espana
11,15 May 1936,293,32.03,,,0,1936,vuelta-a-espana
12,16 May 1936,265,26.74,,,0,1936,vuelta-a-espana
13,17 May 1936,160,28.72,,,0,1936,vuelta-a-espana
14,18 May 1936,199,26.61,,,0,1936,vuelta-a-espana
15,19 May 1936,194,28.09,,,0,1936,vuelta-a-espana
16,20 May 1936,155,32.56,,,0,1936,vuelta-a-espana
17,21 May 1936,157,28.01,,,0,1936,vuelta-a-espana
18,22 May 1936,175,24.38,,,0,1936,vuelta-a-espana
19,23 May 1936,178,28.19,,,0,1936,vuelta-a-espana
20,24 May 1936,207,31.86,,,0,1936,vuelta-a-espana
21,25 May 1936,0,29.0605,,,0,1936,vuelta-a-espana
1,12 June 1941,210,26.67,,,0,1941,vuelta-a-espana
2,13 June 1941,214,31.72,,,0,1941,vuelta-a-espana
3,14 June 1941,270,27.64,,,0,1941,vuelta-a-espana
4,15 June 1941,212,25.42,,,0,1941,vuelta-a-espana
5,16 June 1941,220,24.39,,,0,1941,vuelta-a-espana
6,17 June 1941,223,29.15,,,0,1941,vuelta-a-espana
7,18 June 1941,248,24.48,,,0,1941,vuelta-a-espana
8,19 June 1941,279,29.87,,,0,1941,vuelta-a-espana
9,20 June 1941,97,27.19,,,0,1941,vuelta-a-espana
10,21 June 1941,306,27.31,,,0,1941,vuelta-a-espana
11,22 June 1941,174,29.26,,,0,1941,vuelta-a-espana
12,23 June 1941,209,28.03,,,0,1941,vuelta-a-espana
13,24 June 1941,160,25.35,,,0,1941,vuelta-a-espana
14,25 June 1941,213,24.93,,,0,1941,vuelta-a-espana
15,26 June 1941,192,25.21,,,0,1941,vuelta-a-espana
16,27 June 1941,53,27.9,,,0,1941,vuelta-a-espana
17,28 June 1941,101,26.58,,,0,1941,vuelta-a-espana
18,29 June 1941,219,27.93,,,0,1941,vuelta-a-espana
19,30 June 1941,178,23.74,,,0,1941,vuelta-a-espana
20,01 July 1941,178,24.06,,,0,1941,vuelta-a-espana
21,02 July 1941,301,22.73,,,0,1941,vuelta-a-espana
22,03 July 1941,0,26.3989,,,0,1941,vuelta-a-espana
1,30 June 1942,245,28.37,,,0,1942,vuelta-a-espana
2,01 July 1942,160,29.4,,,0,1942,vuelta-a-espana
3,02 July 1942,248,29.02,,,0,1942,vuelta-a-espana
4,03 July 1942,278,30.01,,,0,1942,vuelta-a-espana
5,04 July 1942,120,38.33,,,0,1942,vuelta-a-espana
6,05 July 1942,279,27.18,,,0,1942,vuelta-a-espana
7,06 July 1942,305,26.4,,,0,1942,vuelta-a-espana
8,07 July 1942,160,28.55,,,0,1942,vuelta-a-espana
9,07 July 1942,53,25.8,,,0,1942,vuelta-a-espana
10,08 July 1942,151,25.44,,,0,1942,vuelta-a-espana
11,09 July 1942,120,26.33,,,0,1942,vuelta-a-espana
12,10 July 1942,199,24.78,,,0,1942,vuelta-a-espana
13,11 July 1942,75,30.83,,,0,1942,vuelta-a-espana
14,11 July 1942,129,28.44,,,0,1942,vuelta-a-espana
15,12 July 1942,219,27.35,,,0,1942,vuelta-a-espana
16,13 July 1942,63,35.31,,,0,1942,vuelta-a-espana
17,13 July 1942,110,27.73,,,0,1942,vuelta-a-espana
18,14 July 1942,270,23.93,,,0,1942,vuelta-a-espana
19,15 July 1942,251,27.13,,,0,1942,vuelta-a-espana
20,16 July 1942,0,27.4678,,,0,1942,vuelta-a-espana
1,10 May 1945,212,32.35,,,0,1945,vuelta-a-espana
2,11 May 1945,214,29.83,,,0,1945,vuelta-a-espana
3,12 May 1945,132,34.71,,,0,1945,vuelta-a-espana
4,13 May 1945,57,33.78,,,0,1945,vuelta-a-espana
5,14 May 1945,171,29.77,,,0,1945,vuelta-a-espana
6,15 May 1945,251,28.21,,,0,1945,vuelta-a-espana
7,16 May 1945,285,23.58,,,0,1945,vuelta-a-espana
8,17 May 1945,244,25.55,,,0,1945,vuelta-a-espana
9,18 May 1945,188,30.14,,,0,1945,vuelta-a-espana
10,19 May 1945,288,40.92,,,0,1945,vuelta-a-espana
11,20 May 1945,306,23.28,,,0,1945,vuelta-a-espana
12,21 May 1945,276,27.3,,,0,1945,vuelta-a-espana
13,22 May 1945,207,28.36,,,0,1945,vuelta-a-espana
14,23 May 1945,188,23.08,,,0,1945,vuelta-a-espana
15,24 May 1945,110,25.29,,,0,1945,vuelta-a-espana
16,25 May 1945,200,29.15,,,0,1945,vuelta-a-espana
17,26 May 1945,172,30.92,,,0,1945,vuelta-a-espana
18,27 May 1945,132,35.4,,,0,1945,vuelta-a-espana
19,28 May 1945,0,28.1014,,,0,1945,vuelta-a-espana
1,07 May 1946,212,27.76,,,0,1946,vuelta-a-espana
2,08 May 1946,73,34.62,,,0,1946,vuelta-a-espana
3,08 May 1946,141,29.49,,,0,1946,vuelta-a-espana
4,09 May 1946,132,28.03,,,0,1946,vuelta-a-espana
5,10 May 1946,218,27.97,,,0,1946,vuelta-a-espana
6,-1,-1,-1,-1,-1,-1,1946,vuelta-a-espana
7,12 May 1946,251,38.11,,,0,1946,vuelta-a-espana
8,13 May 1946,107,29.34,,,0,1946,vuelta-a-espana
9,14 May 1946,178,28.85,,,0,1946,vuelta-a-espana
10,15 May 1946,264,29.31,,,0,1946,vuelta-a-espana
11,-1,-1,-1,-1,-1,-1,1946,vuelta-a-espana
12,-1,-1,-1,-1,-1,-1,1946,vuelta-a-espana
13,17 May 1946,123,31.71,,,0,1946,vuelta-a-espana
14,18 May 1946,215,30.2,,,0,1946,vuelta-a-espana
15,19 May 1946,162,28.14,,,0,1946,vuelta-a-espana
16,20 May 1946,144,26.65,,,0,1946,vuelta-a-espana
17,21 May 1946,276,24.55,,,0,1946,vuelta-a-espana
18,-1,-1,-1,-1,-1,-1,1946,vuelta-a-espana
19,23 May 1946,207,27.88,,,0,1946,vuelta-a-espana
20,24 May 1946,226,25.1,,,0,1946,vuelta-a-espana
21,25 May 1946,110,20.6,,,0,1946,vuelta-a-espana
22,26 May 1946,204,25.183,,,0,1946,vuelta-a-espana
23,27 May 1946,53,30.31,,,0,1946,vuelta-a-espana
24,28 May 1946,119,23.69,,,0,1946,vuelta-a-espana
25,29 May 1946,134,30.73,,,0,1946,vuelta-a-espana
26,30 May 1946,0,28.143,,,0,1946,vuelta-a-espana
1,12 May 1947,243,33.128,,,0,1947,vuelta-a-espana
2,13 May 1947,146,35.382,,,0,1947,vuelta-a-espana
3,14 May 1947,135,26.507,,,0,1947,vuelta-a-espana
4,15 May 1947,175,32.806,,,0,1947,vuelta-a-espana
5,16 May 1947,222,29.432,,,0,1947,vuelta-a-espana
6,17 May 1947,119,28.101,,,0,1947,vuelta-a-espana
7,18 May 1947,162,31.422,,,0,1947,vuelta-a-espana
8,19 May 1947,144,29.34,,,0,1947,vuelta-a-espana
9,20 May 1947,176,23.6,,,0,1947,vuelta-a-espana
10,21 May 1947,107,33.4,,,0,1947,vuelta-a-espana
11,22 May 1947,229,28.243,,,0,1947,vuelta-a-espana
12,23 May 1947,212,26.584,,,0,1947,vuelta-a-espana
13,-1,-1,-1,-1,-1,-1,1947,vuelta-a-espana
14,25 May 1947,201,41.121,,,0,1947,vuelta-a-espana
15,26 May 1947,204,31.351,,,0,1947,vuelta-a-espana
16,27 May 1947,105,26.36,,,0,1947,vuelta-a-espana
17,28 May 1947,101,32.707,,,0,1947,vuelta-a-espana
18,28 May 1947,70,35.639,,,0,1947,vuelta-a-espana
19,29 May 1947,159,28.057,,,0,1947,vuelta-a-espana
20,30 May 1947,70,26.766,,,0,1947,vuelta-a-espana
21,31 May 1947,180,27.463,,,0,1947,vuelta-a-espana
22,01 June 1947,105,26.601,,,0,1947,vuelta-a-espana
23,02 June 1947,228,27.275,,,0,1947,vuelta-a-espana
24,03 June 1947,47,45.048,,,0,1947,vuelta-a-espana
25,04 June 1947,133,29.647,,,0,1947,vuelta-a-espana
26,05 June 1947,0,30.6647,,,0,1947,vuelta-a-espana
1,13 June 1948,14,40.45,,,0,1948,vuelta-a-espana
2,14 June 1948,198,33.503,,,0,1948,vuelta-a-espana
3,15 June 1948,232,27.425,,,0,1948,vuelta-a-espana
4,16 June 1948,285,26.855,,,0,1948,vuelta-a-espana
5,17 June 1948,230,27.62,,,0,1948,vuelta-a-espana
6,18 June 1948,163,27.821,,,0,1948,vuelta-a-espana
7,19 June 1948,201,27.666,,,0,1948,vuelta-a-espana
8,20 June 1948,209,27.965,,,0,1948,vuelta-a-espana
9,21 June 1948,203,29.05,,,0,1948,vuelta-a-espana
10,22 June 1948,144,20.665,,,0,1948,vuelta-a-espana
11,23 June 1948,276,22.286,,,0,1948,vuelta-a-espana
12,24 June 1948,259,28.183,,,0,1948,vuelta-a-espana
13,25 June 1948,212,25.388,,,0,1948,vuelta-a-espana
14,26 June 1948,225,31.401,,,0,1948,vuelta-a-espana
15,27 June 1948,200,26.664,,,0,1948,vuelta-a-espana
16,28 June 1948,156,28.471,,,0,1948,vuelta-a-espana
17,29 June 1948,156,17.77,,,0,1948,vuelta-a-espana
18,30 June 1948,276,22.848,,,0,1948,vuelta-a-espana
19,01 July 1948,269,21.013,,,0,1948,vuelta-a-espana
20,02 July 1948,84,28.196,,,0,1948,vuelta-a-espana
1,17 August 1950,190,30.042,,,0,1950,vuelta-a-espana
2,18 August 1950,133,29.594,,,0,1950,vuelta-a-espana
3,19 August 1950,148,31.337,,,0,1950,vuelta-a-espana
4,20 August 1950,193,29.723,,,0,1950,vuelta-a-espana
5,20 August 1950,78,28.88,,,0,1950,vuelta-a-espana
6,21 August 1950,177,23.935,,,0,1950,vuelta-a-espana
7,22 August 1950,240,25.725,,,0,1950,vuelta-a-espana
8,-1,-1,-1,-1,-1,-1,1950,vuelta-a-espana
9,24 August 1950,109,38.32,,,0,1950,vuelta-a-espana
10,25 August 1950,90,36.217,,,0,1950,vuelta-a-espana
11,25 August 1950,176,33.316,,,0,1950,vuelta-a-espana
12,26 August 1950,144,29.599,,,0,1950,vuelta-a-espana
13,27 August 1950,167,31.906,,,0,1950,vuelta-a-espana
14,-1,-1,-1,-1,-1,-1,1950,vuelta-a-espana
15,29 August 1950,150,32.442,,,0,1950,vuelta-a-espana
16,30 August 1950,194,28.255,,,0,1950,vuelta-a-espana
17,31 August 1950,65,39.374,,,0,1950,vuelta-a-espana
18,01 September 1950,265,28.631,,,0,1950,vuelta-a-espana
19,02 September 1950,117,27.987,,,0,1950,vuelta-a-espana
20,03 September 1950,222,25.13,,,0,1950,vuelta-a-espana
21,04 September 1950,183,29.725,,,0,1950,vuelta-a-espana
22,-1,-1,-1,-1,-1,-1,1950,vuelta-a-espana
23,06 September 1950,268,28.119,,,0,1950,vuelta-a-espana
24,07 September 1950,56,41.413,,,0,1950,vuelta-a-espana
25,07 September 1950,100,39.7,,,0,1950,vuelta-a-espana
26,08 September 1950,200,32.536,,,0,1950,vuelta-a-espana
27,09 September 1950,228,27.125,,,0,1950,vuelta-a-espana
28,10 September 1950,117,27.734,,,0,1950,vuelta-a-espana
1,23 April 1955,204,33.339,,,0,1955,vuelta-a-espana
2,24 April 1955,211,33.134,,,0,1955,vuelta-a-espana
3,25 April 1955,157,35.18,,,0,1955,vuelta-a-espana
4,26 April 1955,229,37.881,,,0,1955,vuelta-a-espana
5,27 April 1955,195,38.87,,,0,1955,vuelta-a-espana
6,28 April 1955,230,32.773,,,0,1955,vuelta-a-espana
7,29 April 1955,29.25,50.919,,,0,1955,vuelta-a-espana
8,30 April 1955,213,34.807,,,0,1955,vuelta-a-espana
9,01 May 1955,190,36.82,,,0,1955,vuelta-a-espana
10,02 May 1955,222,32.651,,,0,1955,vuelta-a-espana
11,03 May 1955,168,34.625,,,0,1955,vuelta-a-espana
12,04 May 1955,44.1,48.299,,,0,1955,vuelta-a-espana
13,05 May 1955,222,38.551,,,0,1955,vuelta-a-espana
14,06 May 1955,308,29.357,,,0,1955,vuelta-a-espana
15,07 May 1955,0,33.8995,,,0,1955,vuelta-a-espana
1,26 April 1956,203,35.057,,,0,1956,vuelta-a-espana
2,27 April 1956,248,30.106,,,0,1956,vuelta-a-espana
3,28 April 1956,175,39.454,,,0,1956,vuelta-a-espana
4,29 April 1956,212,37.476,,,0,1956,vuelta-a-espana
5,30 April 1956,241,39.698,,,0,1956,vuelta-a-espana
6,01 May 1956,227,34.693,,,0,1956,vuelta-a-espana
7,02 May 1956,182,34.564,,,0,1956,vuelta-a-espana
8,03 May 1956,249,32.812,,,0,1956,vuelta-a-espana
9,04 May 1956,124,39.41,,,0,1956,vuelta-a-espana
10,05 May 1956,21,39.87,,,0,1956,vuelta-a-espana
11,05 May 1956,112,38.066,,,0,1956,vuelta-a-espana
12,06 May 1956,238,31.723,,,0,1956,vuelta-a-espana
13,07 May 1956,274,29.454,,,0,1956,vuelta-a-espana
14,08 May 1956,43,33.652,,,0,1956,vuelta-a-espana
15,08 May 1956,111,32.773,,,0,1956,vuelta-a-espana
16,09 May 1956,195,28.304,,,0,1956,vuelta-a-espana
17,10 May 1956,225,31.581,,,0,1956,vuelta-a-espana
18,11 May 1956,207,29.889,,,0,1956,vuelta-a-espana
19,12 May 1956,190,30.212,,,0,1956,vuelta-a-espana
1,26 April 1957,158,35.21,,,0,1957,vuelta-a-espana
2,27 April 1957,220,31.78,,,0,1957,vuelta-a-espana
3,28 April 1957,259,34.04,,,0,1957,vuelta-a-espana
4,29 April 1957,136,,,,0,1957,vuelta-a-espana
5,30 April 1957,172,40.4,,,0,1957,vuelta-a-espana
6,01 May 1957,212,38.25,,,0,1957,vuelta-a-espana
7,02 May 1957,200,37.69,,,0,1957,vuelta-a-espana
8,03 May 1957,159,35.86,,,0,1957,vuelta-a-espana
9,04 May 1957,249,35.94,,,0,1957,vuelta-a-espana
10,05 May 1957,192,45.15,,,0,1957,vuelta-a-espana
11,06 May 1957,199,38.23,,,0,1957,vuelta-a-espana
12,07 May 1957,229,33.22,,,0,1957,vuelta-a-espana
13,08 May 1957,85,38.23,,,0,1957,vuelta-a-espana
14,09 May 1957,249,33.54,,,0,1957,vuelta-a-espana
15,10 May 1957,199,33.59,,,0,1957,vuelta-a-espana
